Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0339088	249	101	107	705	171	234	142	138	141	430	228	256	222.56	140	305	2.101	1.071	3.631	0.000282458994820948	0.00548121430261674	0.0339	0.3391	0.0569	0.0569	TRUE	NA
FBtr0078069	117	30	53	252	100	118	67	41	70	154	133	129	98.95	59	139	2.336	1.224	3.627	0.000286560306746494	0.00554228624346771	0	0.7509	0.0692	0.0692	TRUE	NA
FBtr0085829	81	83	74	206	142	171	46	114	98	126	189	187	126.54	86	167	2.051	1.036	3.622	0.000292374335083658	0.00564220948302084	0	0.5892	0.0498	0.0498	TRUE	NA
FBtr0075595	328	191	211	580	302	346	188	262	278	354	402	378	310.26	243	378	1.585	0.665	3.613	0.000302838020321915	0.00581195522260979	0	0.2459	0.0209	0.0209	TRUE	NA
FBtr0085410	937	479	504	1110	609	740	536	657	664	677	811	808	692.25	619	765	1.24	0.31	3.606	0.000310905174873258	0.00596021295637117	0	0.1154	0.0038	0.0038	TRUE	NA
FBtr0335480	1618	2126	2280	1999	2581	3135	925	2915	3004	1220	3439	3424	2487.77	2281	2694	1.209	0.273	3.603	0.000315105728599642	0.00603410156766744	0.0015	0.0389	0.0037	0.0037	TRUE	NA
FBtr0089513	1970	414	284	3184	590	766	1127	568	374	1942	786	836	938.93	690	1188	1.724	0.785	3.599	0.000318886061004368	0.00608642770981611	0.0251	0.0875	0.0328	0.0328	TRUE	NA
FBtr0073796	689	404	479	890	614	698	394	554	631	543	818	762	617.07	526	708	1.348	0.431	3.592	0.000328653232920525	0.00626598603596615	0.0013	0.1283	0.0087	0.0087	TRUE	NA
FBtr0334883	10	35	24	99	132	89	6	48	32	60	176	97	69.8	29	111	4.84	2.275	3.582	0.000340717517917861	0.00648181601226708	0.1846	1.0606	0.2626	0.2626	TRUE	NA
FBtr0077245	462	137	131	619	265	394	264	188	173	378	353	430	297.61	208	387	1.879	0.91	3.574	0.000351078195980314	0.00665711495446458	0.0251	0.2559	0.0427	0.0427	TRUE	NA
FBtr0081287	8693	3398	3339	9937	4231	4674	4972	4659	4400	6062	5637	5104	5139.05	4677	5601	1.197	0.259	3.572	0.000353839339413047	0.00669490155115284	0.0019	0.0237	0.0036	0.0036	TRUE	NA
FBtr0074210	3831	1690	1964	4356	2210	2692	2191	2317	2588	2657	2945	2940	2606.33	2365	2847	1.204	0.268	3.566	0.000362203136189861	0.00683090027190965	0.0013	0.0375	0.0037	0.0037	TRUE	NA
FBtr0080358	106	48	57	189	90	130	61	66	75	115	120	142	96.45	67	126	1.876	0.907	3.565	0.000363327260945148	0.00683730113307792	0	0.7701	0.035	0.035	TRUE	NA
FBtr0343310	513	193	222	671	315	348	293	265	293	409	420	380	343.27	284	403	1.419	0.505	3.566	0.000362956459444539	0.00683730113307792	0	0.2231	0.0114	0.0114	TRUE	NA
FBtr0088052	62	0	0	138	76	130	35	0	0	84	101	142	60.48	12	109	132.621	7.051	3.564	0.000364814450062881	0.00685788199222845	2.5782	1.2226	2.2283	2.2283	TRUE	NA
FBtr0072966	0	0	0	3	39	53	0	0	0	2	52	58	18.61	0	37	104.943	6.713	3.563	0.000366939877477879	0.00689040334582922	0.1073	3.9517	1.5233	1.5233	TRUE	NA
FBtr0344299	153	0	0	168	121	155	88	0	0	102	161	169	86.75	29	144	188.358	7.557	3.549	0.000387207528346737	0.00726316295906376	3.4064	0.8552	2.6698	2.6698	TRUE	NA
